項目名,支払日,カテゴリー,金額,備考,決算日,最終更新日時,中間DateBase
コンビニ買い物,2026年3月1日,食費,"￥1,041",４５２６８４　ＬＡＷＳＯＮ,2026年3月31日,2026年3月31日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コインロッカー,2026年3月1日,雑費,￥400,１４６０９１　ＳＡＰＰＯＲＯＥ,2026年3月31日,2026年3月31日 18:29,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
自販機,2026年3月1日,食費,￥150,０６５１５６　ＣＯＣＡ－ＣＯＬ,2026年3月31日,2026年3月31日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コレド室町2,2026年2月28日,食費,"￥1,350",コレド室町2,2026年2月28日,2026年2月28日 17:57,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
なぞとき,2026年2月28日,雑費,"￥2,350",サニサニーピクニック,2026年2月28日,2026年2月28日 17:57,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
新幹線チケット,2026年2月28日,交通費,"￥5,810",６８８９５７　ＪＲ　ＣＥＮＴＲ,2026年2月28日,2026年2月28日 17:57,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
おみやげ,2026年2月28日,雑費,"￥2,354",６７３８９６　ＰＬＵＳＴＡ　Ｇ,2026年2月28日,2026年2月28日 17:57,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マンモスコーヒー,2026年2月28日,食費,￥580,６５８２６０　ＳＱ＊ＭＡＭＭＯ,2026年2月28日,2026年2月28日 18:14,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
フルーツ牛乳,2026年2月28日,食費,￥190,４６４９８３　ＳＨＩＺＵＫＵ,2026年2月28日,2026年2月28日 17:56,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
つるとんたんうどん,2026年2月27日,食費,"￥1,500",９８５７２１　ＳＨＩＢＵＹＡ,2026年2月28日,2026年2月28日 17:58,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月27日,交通費,￥200,SU姫島　 入場/SU梅田　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
Suicaで買い物,2026年2月27日,食費,￥300,Suicaで買い物,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月27日,交通費,￥209,地　渋谷 入場/上野広小 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
北海道 エスコン,2026年2月26日,立替,"￥7,200",７６９６１８　ＦＩＧＨＴＥＲＳ,2026年2月28日,2026年2月28日 17:58,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
散髪代,2026年2月26日,雑費,"￥1,540",５１９５８１　ＰＡＰＡＳ　ＨＩ,2026年2月28日,2026年2月28日 17:58,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月26日,交通費,￥320,３２１０９８　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
CIOモバイルバッテリー,2026年2月25日,雑費,"￥4,818",Amazon.co.jp,2026年2月28日,2026年2月28日 18:04,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルドモバイルオーダー,2026年2月25日,食費,￥160,マクドナルドモバイルオーダー,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2026年2月25日,食費,￥780,００７０８９　ＭＡＲＵＧＡＭＥ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月25日,交通費,￥320,７９４３７５　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月24日,交通費,￥240,３０８６８７　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
新幹線特急券,2026年2月23日,交通費,"￥5,810",８９５３７０　ＪＲＮＩＳＨＩＮ,2026年2月28日,2026年2月28日 18:04,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
往復乗車券,2026年2月23日,交通費,"￥14,240",８９３８３６　ＪＲＮＩＳＨＩＮ,2026年2月28日,2026年2月28日 18:04,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月23日,交通費,￥240,８４１４４９　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
Suicaで買い物,2026年2月23日,食費,￥250,Suicaで買い物,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
イエモンカフェ,2026年2月22日,食費,"￥1,320",６３０２３５　ＩＥＭＯＮＫＡＦ,2026年2月28日,2026年2月28日 18:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月22日,交通費,￥320,３６６０１０　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月21日,雑費,￥3,PayPayポイント運用,2026年2月28日,2026年2月28日 18:10,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
のだそば,2026年2月21日,食費,￥990,１０７１２６　ＯＲＡＧＡＳＯＢ,2026年2月28日,2026年2月28日 18:04,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月21日,交通費,￥320,８６８３１７　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月20日,雑費,￥9,PayPayポイント運用,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
東京ホテル代,2026年2月20日,雑費,"￥4,680",５６９３０５　ＪＴＢＪＢＩＳＨ,2026年2月28日,2026年2月28日 18:11,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
シアトルズ,2026年2月20日,食費,￥560,５４２６１９　ＡＥＯＮＳＴＹＬ,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
野田そば,2026年2月20日,食費,￥990,５４１１３９　ＯＲＡＧＡＳＯＢ,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月20日,交通費,￥320,３５８８３２　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月19日,雑費,￥6,PayPayポイント運用,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2026年2月19日,食費,￥920,１１６２０３　ＭＡＲＵＧＡＭＥ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月19日,交通費,￥320,９０３５８９　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2026年2月18日,食費,￥750,６５８１４３　ＭＡＲＵＧＡＭＥ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月18日,交通費,￥320,４４６１３１　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月17日,雑費,￥1,PayPayポイント運用,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
近鉄特急券,2026年2月17日,交通費,"￥8,680",０６４６７１　ＫＩＮＫＩＮＩＴ,2026年2月28日,2026年2月28日 18:11,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
近鉄特急券,2026年2月17日,交通費,"￥7,440",０６３７０９　ＫＩＮＫＩＮＩＴ,2026年2月28日,2026年2月28日 18:11,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月17日,交通費,￥160,００１９３５　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月16日,雑費,￥3,PayPayポイント運用,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月16日,交通費,￥160,SU姫島　 入場/SU野田　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月15日,雑費,￥7,PayPayポイント運用,2026年2月28日,2026年2月28日 18:05,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月15日,交通費,￥320,０６９４３６　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
Amazon Prime,2026年2月15日,固定費,￥300,詳しくはPay Payの「取引履歴」を確認してください,2026年2月28日,2026年2月15日 0:08,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
北海道スキーバス代,2026年2月14日,交通費,"￥12,800",６３３３２２　ＫＯＫＵＳＡＩＳ,2026年2月28日,2026年2月28日 18:06,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月14日,交通費,￥200,５６２９２０　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
中川陽登,2026年2月13日,食費,"￥1,500",中川陽登,2026年2月28日,2026年2月28日 18:07,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月13日,交通費,￥200,JW大阪　 入場/JW寺田町 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月13日,交通費,￥200,JW天王寺 入場/JW福島　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月13日,交通費,￥160,SU福島　 入場/SU姫島　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
はると飲み,2026年2月13日,食費,"￥10,000",４１８２８９　ＫＡＮＡＤＥ,2026年2月28日,2026年2月28日 18:07,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ぱんぐらむ,2026年2月13日,食費,￥993,１３１６３２　ＰＡＮＧＲＡＭ,2026年2月28日,2026年2月28日 18:06,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月13日,交通費,￥200,０３２４３３　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月12日,雑費,￥3,PayPayポイント運用,2026年2月28日,2026年2月28日 18:08,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月12日,交通費,￥200,SU姫島　 入場/SU梅田　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月12日,交通費,￥200,JW大阪　 入場/JW寺田町 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月12日,交通費,￥200,JW寺田町 入場/JW大阪　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
ドトール,2026年2月12日,食費,￥350,８２６１５１　ＤＯＵＴＯＲ　Ｃ,2026年2月28日,2026年2月28日 18:12,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
パングラム,2026年2月12日,食費,"￥1,881",６４００３７　ＰＡＮＧＲＡＭ,2026年2月28日,2026年2月28日 18:08,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月12日,交通費,￥320,５５３４０８　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月11日,雑費,￥7,PayPayポイント運用,2026年2月28日,2026年2月28日 18:08,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
丸亀製麺,2026年2月11日,食費,￥690,２９５９３９　ＭＡＲＵＧＡＭＥ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月10日,雑費,￥60,PayPayポイント運用,2026年2月28日,2026年2月28日 18:09,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
天川敬太郎,2026年2月10日,立替,￥233,天川敬太郎,2026年2月28日,2026年2月28日 18:12,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
蜜いも天ぷら専門　いも武,2026年2月10日,食費,￥370,蜜いも天ぷら専門　いも武 - 蜜いも天ぷら専門　いも武,2026年2月28日,2026年2月28日 18:08,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
鎌倉パスタ,2026年2月10日,食費,"￥7,554",９３９１５０　ＫＩＮＴＥＴＳＵ,2026年2月28日,2026年2月28日 18:12,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
うどん,2026年2月10日,食費,￥740,７２０８５３　ＴＳＵＫＵＳＨＩ,2026年2月28日,2026年2月28日 18:12,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビニ買い物,2026年2月10日,食費,￥345,６２０８７３　ＦＡＭＩＬＹＭＡ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月10日,交通費,￥890,５７９６６５　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
PayPayポイント運用,2026年2月8日,雑費,￥4,PayPayポイント運用,2026年2月28日,2026年2月28日 18:09,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
近鉄なぞとき,2026年2月8日,雑費,"￥2,800",８９７３０９　ＳＵＲＵＴＴＯ,2026年2月28日,2026年2月28日 18:09,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月8日,交通費,￥320,６６５０１２　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
マクドナルドモバイルオーダー,2026年2月7日,食費,￥580,マクドナルドモバイルオーダー,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月7日,交通費,￥690,１８６４７６　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月6日,交通費,￥200,JW大阪　 入場/JW寺田町 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月6日,交通費,￥180,JW東淀川 入場/JW大阪　 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
コンビ二,2026年2月6日,食費,"￥1,078",７９１５４６　ＳＥＶＥＮ－ＥＬ,2026年2月28日,2026年2月28日 18:09,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月6日,交通費,￥200,６９１３２４　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月5日,交通費,￥0,JW大阪　 入場/JW寺田町 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月5日,交通費,￥320,JW天王寺 入場/JW御幣島 出場,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
パングラム,2026年2月5日,食費,"￥1,548",３０４９０４　ＰＡＮＧＲＡＭ,2026年2月28日,2026年2月28日 17:56,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月5日,交通費,￥320,２０８９５８　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
交通費,2026年2月4日,交通費,￥480,７４１６６４　ＴＡＰ　ＴＯ　Ｒ,2026年2月28日,2026年2月28日 17:54,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
きのこ,2026年2月3日,立替,￥100,きのこ,2026年2月28日,2026年2月28日 17:55,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
Amazon.co.jp,2026年2月3日,立替,"￥3,280",卒論ファイル,2026年2月28日,2026年2月28日 17:56,マスター (https://www.notion.so/1b1c6c2558a081cd898dd4d727da71e0?pvs=21)
